product_id,category,title,brand,price,mrp,discount,rating,num_reviews,sizes_available,colors_available,material,pattern,fit_type,description,product_url,image_urls,video_urls,local_image_paths
B0BQWQ9VHV,Trouser,"Peter England Men's Mid Rise Skinny Fit Stretchable Everyday Casual Trouser | Scoop Pocket Premium Twill Chinos | Flat Front",Visit the Peter England Store,899,"₹1,799",-50%,3.6 3.6 out of 5 stars,(381),,,,,,,https://www.amazon.in/dp/B0BQWQ9VHV,"https://m.media-amazon.com/images/I/51Q4Sdefd6L._SL1500_.jpg | https://m.media-amazon.com/images/I/51lfl-HRJVL._SL1500_.jpg | https://m.media-amazon.com/images/I/51z-0+rb3cL._SL1500_.jpg | https://m.media-amazon.com/images/I/51+fDauar8L._SL1500_.jpg | https://m.media-amazon.com/images/I/71clcsVzakL._SL1500_.jpg | https://m.media-amazon.com/images/I/519ryqO18SL._SL1500_.jpg | https://m.media-amazon.com/images/I/51ZLpjvhdLL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Jt2trCCHL._SL1500_.jpg | https://m.media-amazon.com/images/I/51exhPwMCxL._SL1500_.jpg | https://m.media-amazon.com/images/I/61TgKo3c1hL._SL1500_.jpg | https://m.media-amazon.com/images/I/51KINdI+9SL._SL1500_.jpg | https://m.media-amazon.com/images/I/513wC9GhbUL._SL1500_.jpg",,"images/trousers/trouser_01_img1.jpg | images/trousers/trouser_01_img2.jpg | images/trousers/trouser_01_img3.jpg | images/trousers/trouser_01_img4.jpg | images/trousers/trouser_01_img5.jpg | images/trousers/trouser_01_img6.jpg | images/trousers/trouser_01_img7.jpg | images/trousers/trouser_01_img8.jpg | images/trousers/trouser_01_img9.jpg | images/trousers/trouser_01_img10.jpg | images/trousers/trouser_01_img11.jpg | images/trousers/trouser_01_img12.jpg"
B0BKQ755PB,Trouser,"Peter England Men's Slim Fit Mid Rise Premium Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch",Visit the Peter England Store,882,"₹1,599",-45%,4.1 4.1 out of 5 stars,(343),,,,,,,https://www.amazon.in/dp/B0BKQ755PB,"https://m.media-amazon.com/images/I/61fp3da-3yL._SL1500_.jpg | https://m.media-amazon.com/images/I/61XiCSYQYoL._SL1500_.jpg | https://m.media-amazon.com/images/I/61O6mIn6xBL._SL1500_.jpg | https://m.media-amazon.com/images/I/61GQM1H5E1L._SL1500_.jpg | https://m.media-amazon.com/images/I/61l0RwSPa0L._SL1500_.jpg | https://m.media-amazon.com/images/I/71ARk1S8Z-L._SL1500_.jpg | https://m.media-amazon.com/images/I/61zDbcAH73L._SL1500_.jpg | https://m.media-amazon.com/images/I/61CxLH5JAEL._SL1500_.jpg",,"images/trousers/trouser_02_img1.jpg | images/trousers/trouser_02_img2.jpg | images/trousers/trouser_02_img3.jpg | images/trousers/trouser_02_img5.jpg | images/trousers/trouser_02_img6.jpg | images/trousers/trouser_02_img7.jpg | images/trousers/trouser_02_img8.jpg"
B0BLZ74HQB,Trouser,"Peter England Men's Slim Fit Mid Rise Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch",Visit the Peter England Store,999,"₹1,999",-50%,4.0 4.0 out of 5 stars,"(1,122)",,,,,,,https://www.amazon.in/dp/B0BLZ74HQB,"https://m.media-amazon.com/images/I/6188crWQnZL._SL1500_.jpg | https://m.media-amazon.com/images/I/71Sj2Uz1bnL._SL1500_.jpg | https://m.media-amazon.com/images/I/711N2+cpllL._SL1500_.jpg | https://m.media-amazon.com/images/I/71-drevkmxL._SL1500_.jpg | https://m.media-amazon.com/images/I/71S1FphTmwL._SL1500_.jpg | https://m.media-amazon.com/images/I/81g2r8dl5qL._SL1500_.jpg | https://m.media-amazon.com/images/I/71BXL9cKwOL._SL1500_.jpg | https://m.media-amazon.com/images/I/91v48M82GNL._SL1500_.jpg | https://m.media-amazon.com/images/I/91Mx-7xBqRL._SL1500_.jpg | https://m.media-amazon.com/images/I/51FOR640jzL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Aqgdr3ZoL._SL1500_.jpg | https://m.media-amazon.com/images/I/51eo0w3CKZL._SL1500_.jpg | https://m.media-amazon.com/images/I/512AW3DezGL._SL1500_.jpg | https://m.media-amazon.com/images/I/51WTV73VsBL._SL1500_.jpg | https://m.media-amazon.com/images/I/51FgfLJD5VL._SL1500_.jpg | https://m.media-amazon.com/images/I/51RXbWExbhL._SL1500_.jpg | https://m.media-amazon.com/images/I/51t3ZtZJjpL._SL1500_.jpg | https://m.media-amazon.com/images/I/61QvTwFpPFL._SL1500_.jpg",,"images/trousers/trouser_03_img1.jpg | images/trousers/trouser_03_img2.jpg | images/trousers/trouser_03_img3.jpg | images/trousers/trouser_03_img4.jpg | images/trousers/trouser_03_img5.jpg | images/trousers/trouser_03_img6.jpg | images/trousers/trouser_03_img7.jpg | images/trousers/trouser_03_img8.jpg | images/trousers/trouser_03_img9.jpg | images/trousers/trouser_03_img10.jpg | images/trousers/trouser_03_img11.jpg | images/trousers/trouser_03_img12.jpg | images/trousers/trouser_03_img13.jpg | images/trousers/trouser_03_img14.jpg | images/trousers/trouser_03_img15.jpg | images/trousers/trouser_03_img16.jpg | images/trousers/trouser_03_img17.jpg | images/trousers/trouser_03_img18.jpg"
B0BQWQ9VHV,Trouser,"Peter England Men's Mid Rise Skinny Fit Stretchable Everyday Casual Trouser | Scoop Pocket Premium Twill Chinos | Flat Front",Visit the Peter England Store,899,"₹1,799",-50%,3.6 3.6 out of 5 stars,(381),,,,,,,https://www.amazon.in/dp/B0BQWQ9VHV,"https://m.media-amazon.com/images/I/51Q4Sdefd6L._SL1500_.jpg | https://m.media-amazon.com/images/I/51lfl-HRJVL._SL1500_.jpg | https://m.media-amazon.com/images/I/51z-0+rb3cL._SL1500_.jpg | https://m.media-amazon.com/images/I/51+fDauar8L._SL1500_.jpg | https://m.media-amazon.com/images/I/71clcsVzakL._SL1500_.jpg | https://m.media-amazon.com/images/I/519ryqO18SL._SL1500_.jpg | https://m.media-amazon.com/images/I/51ZLpjvhdLL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Jt2trCCHL._SL1500_.jpg | https://m.media-amazon.com/images/I/51exhPwMCxL._SL1500_.jpg | https://m.media-amazon.com/images/I/61TgKo3c1hL._SL1500_.jpg | https://m.media-amazon.com/images/I/51KINdI+9SL._SL1500_.jpg | https://m.media-amazon.com/images/I/513wC9GhbUL._SL1500_.jpg",,"images/trousers/trouser_04_img1.jpg | images/trousers/trouser_04_img2.jpg | images/trousers/trouser_04_img3.jpg | images/trousers/trouser_04_img4.jpg | images/trousers/trouser_04_img5.jpg | images/trousers/trouser_04_img6.jpg | images/trousers/trouser_04_img7.jpg | images/trousers/trouser_04_img8.jpg | images/trousers/trouser_04_img9.jpg | images/trousers/trouser_04_img10.jpg | images/trousers/trouser_04_img11.jpg | images/trousers/trouser_04_img12.jpg"
B0BKQ755PB,Trouser,"Peter England Men's Slim Fit Mid Rise Premium Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch",Visit the Peter England Store,882,"₹1,599",-45%,4.1 4.1 out of 5 stars,(343),,,,,,,https://www.amazon.in/dp/B0BKQ755PB,"https://m.media-amazon.com/images/I/61fp3da-3yL._SL1500_.jpg | https://m.media-amazon.com/images/I/61XiCSYQYoL._SL1500_.jpg | https://m.media-amazon.com/images/I/61O6mIn6xBL._SL1500_.jpg | https://m.media-amazon.com/images/I/61GQM1H5E1L._SL1500_.jpg | https://m.media-amazon.com/images/I/61l0RwSPa0L._SL1500_.jpg | https://m.media-amazon.com/images/I/71ARk1S8Z-L._SL1500_.jpg | https://m.media-amazon.com/images/I/61zDbcAH73L._SL1500_.jpg | https://m.media-amazon.com/images/I/61CxLH5JAEL._SL1500_.jpg",,"images/trousers/trouser_05_img1.jpg | images/trousers/trouser_05_img2.jpg | images/trousers/trouser_05_img3.jpg | images/trousers/trouser_05_img4.jpg | images/trousers/trouser_05_img5.jpg | images/trousers/trouser_05_img6.jpg | images/trousers/trouser_05_img7.jpg | images/trousers/trouser_05_img8.jpg"
B0BLZ74HQB,Trouser,"Peter England Men's Slim Fit Mid Rise Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch",Visit the Peter England Store,999,"₹1,999",-50%,4.0 4.0 out of 5 stars,"(1,122)",,,,,,,https://www.amazon.in/dp/B0BLZ74HQB,"https://m.media-amazon.com/images/I/6188crWQnZL._SL1500_.jpg | https://m.media-amazon.com/images/I/71Sj2Uz1bnL._SL1500_.jpg | https://m.media-amazon.com/images/I/711N2+cpllL._SL1500_.jpg | https://m.media-amazon.com/images/I/71-drevkmxL._SL1500_.jpg | https://m.media-amazon.com/images/I/71S1FphTmwL._SL1500_.jpg | https://m.media-amazon.com/images/I/81g2r8dl5qL._SL1500_.jpg | https://m.media-amazon.com/images/I/71BXL9cKwOL._SL1500_.jpg | https://m.media-amazon.com/images/I/91v48M82GNL._SL1500_.jpg | https://m.media-amazon.com/images/I/91Mx-7xBqRL._SL1500_.jpg | https://m.media-amazon.com/images/I/51FOR640jzL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Aqgdr3ZoL._SL1500_.jpg | https://m.media-amazon.com/images/I/51eo0w3CKZL._SL1500_.jpg | https://m.media-amazon.com/images/I/512AW3DezGL._SL1500_.jpg | https://m.media-amazon.com/images/I/51WTV73VsBL._SL1500_.jpg | https://m.media-amazon.com/images/I/51FgfLJD5VL._SL1500_.jpg | https://m.media-amazon.com/images/I/51RXbWExbhL._SL1500_.jpg | https://m.media-amazon.com/images/I/51t3ZtZJjpL._SL1500_.jpg | https://m.media-amazon.com/images/I/61QvTwFpPFL._SL1500_.jpg",,"images/trousers/trouser_06_img1.jpg | images/trousers/trouser_06_img2.jpg | images/trousers/trouser_06_img3.jpg | images/trousers/trouser_06_img4.jpg | images/trousers/trouser_06_img5.jpg | images/trousers/trouser_06_img6.jpg | images/trousers/trouser_06_img7.jpg | images/trousers/trouser_06_img8.jpg | images/trousers/trouser_06_img9.jpg | images/trousers/trouser_06_img10.jpg | images/trousers/trouser_06_img11.jpg | images/trousers/trouser_06_img12.jpg | images/trousers/trouser_06_img13.jpg | images/trousers/trouser_06_img14.jpg | images/trousers/trouser_06_img15.jpg | images/trousers/trouser_06_img16.jpg | images/trousers/trouser_06_img17.jpg | images/trousers/trouser_06_img18.jpg"
B0D4Z34RJL,Trouser,Louis Philippe Men's Slim Fit Premium Cotton Soft Handfeel Solid Chinos,Visit the Louis Philippe Store,"1,249","₹2,499",-50%,4.1 4.1 out of 5 stars,(435),,,,,,,https://www.amazon.in/dp/B0D4Z34RJL,"https://m.media-amazon.com/images/I/51ICZzAClXL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Ln+18HWrL._SL1500_.jpg | https://m.media-amazon.com/images/I/51D3pRPsirL._SL1500_.jpg | https://m.media-amazon.com/images/I/51rS-BMPiyL._SL1500_.jpg | https://m.media-amazon.com/images/I/619ieG2rHNL._SL1500_.jpg | https://m.media-amazon.com/images/I/611WW7AKNUL._SL1500_.jpg | https://m.media-amazon.com/images/I/511Fa6+YXzL._SL1500_.jpg | https://m.media-amazon.com/images/I/61ENbf0z8QL._SL1500_.jpg | https://m.media-amazon.com/images/I/51R1vuoRWjL._SL1500_.jpg | https://m.media-amazon.com/images/I/51BsP04+jGL._SL1500_.jpg | https://m.media-amazon.com/images/I/51-XvdiEQLL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Td9FoMLfL._SL1500_.jpg",,"images/trousers/trouser_07_img1.jpg | images/trousers/trouser_07_img2.jpg | images/trousers/trouser_07_img3.jpg | images/trousers/trouser_07_img4.jpg | images/trousers/trouser_07_img5.jpg | images/trousers/trouser_07_img6.jpg | images/trousers/trouser_07_img7.jpg | images/trousers/trouser_07_img8.jpg | images/trousers/trouser_07_img9.jpg | images/trousers/trouser_07_img10.jpg | images/trousers/trouser_07_img11.jpg | images/trousers/trouser_07_img12.jpg"
B0D5M57P9W,Trouser,Louis Philippe Men's Regular Fit Everyday Smart Wear Comfort Stretch Work Ready Solid Formal Trouser,Visit the Louis Philippe Store,"1,299","₹2,599",-50%,3.9 3.9 out of 5 stars,(496),,,,,,,https://www.amazon.in/dp/B0D5M57P9W,"https://m.media-amazon.com/images/I/51xN6yslWIL._SL1500_.jpg | https://m.media-amazon.com/images/I/615vDk-B5-L._SL1500_.jpg | https://m.media-amazon.com/images/I/61kfxGdG3fL._SL1500_.jpg | https://m.media-amazon.com/images/I/61tDpVDfFfL._SL1500_.jpg | https://m.media-amazon.com/images/I/61jONd18z4L._SL1500_.jpg | https://m.media-amazon.com/images/I/61DME9x-WDL._SL1500_.jpg | https://m.media-amazon.com/images/I/81FxoMHbadL._SL1500_.jpg | https://m.media-amazon.com/images/I/71bD2-0GGNL._SL1500_.jpg | https://m.media-amazon.com/images/I/51qzl015L0L._SL1500_.jpg | https://m.media-amazon.com/images/I/51h6JF4P6zL._SL1500_.jpg | https://m.media-amazon.com/images/I/518qCIIMByL._SL1500_.jpg | https://m.media-amazon.com/images/I/517eKuUucVL._SL1500_.jpg | https://m.media-amazon.com/images/I/51vKnnXxukL._SL1500_.jpg",,"images/trousers/trouser_08_img1.jpg | images/trousers/trouser_08_img2.jpg | images/trousers/trouser_08_img3.jpg | images/trousers/trouser_08_img4.jpg | images/trousers/trouser_08_img5.jpg | images/trousers/trouser_08_img6.jpg | images/trousers/trouser_08_img7.jpg | images/trousers/trouser_08_img8.jpg | images/trousers/trouser_08_img9.jpg | images/trousers/trouser_08_img10.jpg | images/trousers/trouser_08_img11.jpg | images/trousers/trouser_08_img12.jpg | images/trousers/trouser_08_img13.jpg"
B0BHJB91ZQ,Trouser,"Peter England Men's Slim Fit Mid Rise Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch",Visit the Peter England Store,"1,029","₹1,999",-49%,4.0 4.0 out of 5 stars,"(1,122)",,,,,,,https://www.amazon.in/dp/B0BHJB91ZQ,"https://m.media-amazon.com/images/I/6188crWQnZL._SL1500_.jpg | https://m.media-amazon.com/images/I/71Sj2Uz1bnL._SL1500_.jpg | https://m.media-amazon.com/images/I/711N2+cpllL._SL1500_.jpg | https://m.media-amazon.com/images/I/71-drevkmxL._SL1500_.jpg | https://m.media-amazon.com/images/I/71S1FphTmwL._SL1500_.jpg | https://m.media-amazon.com/images/I/81g2r8dl5qL._SL1500_.jpg | https://m.media-amazon.com/images/I/71BXL9cKwOL._SL1500_.jpg | https://m.media-amazon.com/images/I/91v48M82GNL._SL1500_.jpg | https://m.media-amazon.com/images/I/91Mx-7xBqRL._SL1500_.jpg | https://m.media-amazon.com/images/I/51FOR640jzL._SL1500_.jpg | https://m.media-amazon.com/images/I/51Aqgdr3ZoL._SL1500_.jpg | https://m.media-amazon.com/images/I/51eo0w3CKZL._SL1500_.jpg | https://m.media-amazon.com/images/I/512AW3DezGL._SL1500_.jpg | https://m.media-amazon.com/images/I/51WTV73VsBL._SL1500_.jpg | https://m.media-amazon.com/images/I/51FgfLJD5VL._SL1500_.jpg | https://m.media-amazon.com/images/I/51RXbWExbhL._SL1500_.jpg | https://m.media-amazon.com/images/I/51t3ZtZJjpL._SL1500_.jpg | https://m.media-amazon.com/images/I/61QvTwFpPFL._SL1500_.jpg",,"images/trousers/trouser_09_img1.jpg | images/trousers/trouser_09_img2.jpg | images/trousers/trouser_09_img3.jpg | images/trousers/trouser_09_img4.jpg | images/trousers/trouser_09_img5.jpg | images/trousers/trouser_09_img6.jpg | images/trousers/trouser_09_img7.jpg | images/trousers/trouser_09_img8.jpg | images/trousers/trouser_09_img9.jpg | images/trousers/trouser_09_img10.jpg | images/trousers/trouser_09_img11.jpg | images/trousers/trouser_09_img12.jpg | images/trousers/trouser_09_img13.jpg | images/trousers/trouser_09_img14.jpg | images/trousers/trouser_09_img15.jpg | images/trousers/trouser_09_img16.jpg | images/trousers/trouser_09_img17.jpg | images/trousers/trouser_09_img18.jpg"
B0G4RBWJCP,Trouser,Louis Philippe Men's Slim Fit 5 Pocket Made of Stretch Fabric Solid Casual Trouser,Visit the Louis Philippe Store,"1,289","₹2,625",-51%,3.7 3.7 out of 5 stars,(17),,,,,,,https://www.amazon.in/dp/B0G4RBWJCP,"https://m.media-amazon.com/images/I/61sCTJdBi7L._SL1500_.jpg | https://m.media-amazon.com/images/I/7139AB+-pTL._SL1500_.jpg | https://m.media-amazon.com/images/I/61AalaRDKJL._SL1500_.jpg | https://m.media-amazon.com/images/I/71N8ho+1x4L._SL1500_.jpg | https://m.media-amazon.com/images/I/711YmnxsP6L._SL1500_.jpg | https://m.media-amazon.com/images/I/719ZRPOr1QL._SL1500_.jpg | https://m.media-amazon.com/images/I/51g2HqGiPGL._SL1500_.jpg | https://m.media-amazon.com/images/I/61Ajo-O6+oL._SL1500_.jpg | https://m.media-amazon.com/images/I/61sz6KKR2VL._SL1500_.jpg",,"images/trousers/trouser_10_img1.jpg | images/trousers/trouser_10_img2.jpg | images/trousers/trouser_10_img3.jpg | images/trousers/trouser_10_img4.jpg | images/trousers/trouser_10_img5.jpg | images/trousers/trouser_10_img6.jpg | images/trousers/trouser_10_img7.jpg | images/trousers/trouser_10_img8.jpg | images/trousers/trouser_10_img9.jpg"
